generation,individual,fitness,genotype,active_nodes
0,21,0.0,"[ 0  0  0  3  1  1 10  1  1  3  0  1  0  1  0  4  4  5  2  0  0  0  2  1
  2  0  0  6  6  5  7  7  7  2  9  4  7  6  7  8  7  9 10  6  3  7 11  7
  3 14 15  7 11  7  4 15 11  9 10 14  6 16 16  8 20 12  9 20 14  9 12 13
  1 17 20  1 22 12]",[ 3  4  5  6  7 12 16 22]
0,22,0.0,"[ 9  1  1  7  1  0  8  1  0  7  1  0  2  1  1  2  0  4 10  5  0  1  6  4
  8  4  5  7  2  3  2 10  5  0  6  6  3  4  4  2 10  3  8  2  9  6 10  9
  4 13 13  1 15  9  5 15 12  4 15  9  5 18 12 10 16 20  8 13 20  0 20 14
 10 18 15  9 12 25]",[ 3  4  5  6  9 10 12 14 15 20 25]
0,23,0.0,"[ 2  0  1  9  0  1  1  1  0  4  0  0 10  0  1  6  5  2  8  1  3  0  0  6
  0  5  0  7  3  3  4  8  6  9  6  4  2  6  6  3 10 10  3 11  7  1  8 16
  4 14 12  6 11 13  0 12 11  4  9  9  0 12 21  0 12 16  5 19 14  4 17 17
  1 13 12 18 26 24]",[ 3  4  6  8 11 12 13 14 18 19 24 26]
0,24,0.0,"[10  1  1  4  1  0  9  0  0  2  1  1  0  0  0 10  6  2  6  5  1  8  6  5
 10  5  3  7  3  6  0  3  3  1  7 10  4 11  6  7  3 10  4  3  6  2 12 15
  0 12  8  0  7 14  8 15 11  0  7  8  7 17 15  2 17 14  0 12 19  1 20 15
  1 16 16 25  5 25]",[ 3  5  6 10 11 15 20 25]
0,25,0.0,"[ 4  0  0  7  0  0  3  0  1  0  1  1  6  1  0  9  5  5  2  1  5  5  4  5
  1  1  2  5  3  3  8  6  6  6  3  4  4 11 11  4 11  8  3  5  8  9 10 11
  8 12 12 10 10  9  5 11 10  8 10 11  9 13 21  9 19 12  1 15 18  0 21 17
  5 14 18 23 25 17]",[ 2  3  4  5  6  9 10 11 12 17 19 21 23 25]
0,26,0.0,"[ 9  0  1  1  1  0  2  1  1  2  0  0  5  1  1  5  6  3  3  5  0  6  4  4
  9  6  0  1  5  3  2  2 10  7 10  4  4  9  6  8  6  2  3  7  7  1 15 15
  6 13  7  3 14 15  0  7 10  9 13 10  6 13 13  0 13 16  8 12 15  8 19 20
  9 18 14  4  3 11]",[ 3  4  5 11]
0,27,0.0,"[ 3  1  0  1  1  0  3  1  0  3  0  0 10  0  1  9  6  1  8  5  3  9  2  5
  4  6  4  9  4  1  4  7 11  0  3  8 10  6  8  4 11  3  4  9  4  8 14  9
  8 11 12  5 11 12  2 10 11  3 14 15  0 12 19  6 17 21  6 21 19  5 14 19
 10 15 18 16  6  0]",[ 2  4  5  6  9 16]
0,28,0.1,"[ 2  1  1  1  1  0  6  0  0  3  1  0  0  1  0  7  3  2  2  3  6  3  5  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 17 20 21 24 25]
0,29,0.0,"[ 4  1  0  9  1  0  0  0  0 10  1  0  6  1  0  3  0  1  0  3  1 10  2  0
  8  1  3  2  0  0  2  2  8  6  8  8  3  8 10  7 11  4  2  5  6  4  8  7
  0  7 16  2 13 11  1 11 11  4 10  7  8 13 15  1 12 19  6 12 12  5 21 13
  2 21 17  3 12 20]",[ 2  3  8 11 12 20]
0,30,0.0,"[ 9  0  0  5  0  0  1  1  0  5  0  0  2  0  1  7  5  3  0  1  4  5  2  2
  1  3  2  8  0  6  6  5  8  2  6  7  8  9  8  9  5  3  6  7  7  8 11 13
  1 13 11  0 12  9  4 15 16  4 10  8  1 21 19 10 15 12 10 19 12  7 20 12
  1 19 21 18 25 12]",[ 3  4  5  6  7  8 11 12 13 15 16 18 20 25]
0,31,0.0,"[ 8  0  0 10  0  0  7  0  1  8  1  0  6  1  1  7  5  4  7  4  3  2  3  4
  7  0  0  7  4  0  5  4  3  9  4  6  6  9  7  3  3 10  8  8 11  9 13 11
  5 14 16  0 10 12 10 14  7  5  9  7 10 14 14  8 21 14  3 12 18  9 19 19
  9 20 19 20 22  0]",[ 3  4  5  7  9 14 20 22]
0,32,0.0,"[ 1  0  0  5  0  0  1  1  1  6  0  0  6  0  0  3  0  2  6  1  6  4  2  5
  2  0  3  4  5  1  3  7 11  6  7  4  4 10 10  1  4  5  9  7  9  9  7 15
  9 12 10  9 15 14  9 12 16  3 16 16  4 19 14 10 18 15  2 19 13  9 17 14
  5 13 20 13 22 26]",[ 2  3  4  5  7  9 10 11 12 13 14 15 16 19 20 22 26]
0,33,0.0,"[ 0  0  1  0  1  1  3  0  0  0  1  0  0  1  1  9  3  0  1  3  4  5  4  4
 10  4  5 10  3  2  5  9  2  7  2  3 10 11  7  1  3  8  8  8 10  6 12 12
  6 15 15  9 15 15  9 13 14  6  9 14  1 13 13  0 16 20  3 21 17  2 19 16
  9 16 14 11  7 23]",[ 2  3  4  5  7  8 10 11 13 14 16 20 23]
0,34,0.0,"[ 1  1  0  4  0  0  6  1  0  9  1  1  3  1  1  0  1  0  1  4  5  2  1  4
  1  4  3 10  6  3 10 10  7  1  6 10  4  7  6  5  7  6  7  8  6  8 13  9
  8 13 15  4 16 15  7 16 15  6  9 14  3 18 15  8 15 20  5 12 12  5 21 19
  4 21 21 21 25  9]",[ 4  5  6  7  8  9 14 15 16 19 21 25]
0,35,0.0,"[ 8  1  1  7  0  0  2  0  1  2  0  0 10  1  1  6  2  0  8  2  1  1  0  5
  3  1  6  1  1  3  6  5  7  9 11 10 10 11  7  6  9 11  0  8  2  2 12 16
  4  7  7  5 15  8 10  9 15  0  7 14 10 21 16  5 13 19  1 16 14  2 14 18
  1 13 20  4 22  8]",[ 2  3  4  7  8 11 14 16 21 22]
0,36,0.0,"[ 1  0  1  7  1  0  5  0  0  4  0  1  5  1  1  3  4  0  3  6  5  1  0  6
  9  6  1 10  4  6  8  5  5  8  6  3  2  5 10  7  6  5  9 10  3  0 12 16
  8 13 16  0 16  9  5 16  8  4  9 11  7 17 19  5 16 17  7 17 20  9 12 16
  1 20 15 14 18  6]",[ 3  5  6 10 13 14 16 18]
0,37,0.0,"[ 7  0  0  5  1  0  4  0  1 10  0  0  8  1  0  6  5  3  4  1  3 10  3  4
  7  5  6  0  3  3  1 10  6  9  2  4  1  8  7  5 10 11  6  2 11  7 10 15
  9 13 16  0 15 13  2 15 12  4 10 11  6 12 18  3 19 12  2 19 20  3 12 15
  5 19 19 20 17 24]",[ 2  3  4  5  6 10 11 12 13 15 17 19 20 24]
0,38,0.0,"[ 4  0  1  0  0  0  6  1  0  9  1  1  6  1  0 10  1  5  5  4  0  7  4  3
  8  0  2  4  0  3  3  2  7  4  9 10  8  8  3  9  8  2  0 10  4  5 13  8
  5 16 14  6  8 10  8  7 14  2 12 13  6 16 20 10 15 13  8 17 17  3 18 21
  6 16 19 15  0  5]",[ 2  4  5  8 15]
0,39,0.0,"[ 0  0  1  6  0  0  7  0  0  3  0  1  9  0  1  9  4  4  7  6  5 10  2  2
  9  6  0  0  0  6  0  4 10  8  7 10  3 11  9  3  4 11  6  9  7  8 15 16
  2  9  9 10  7 16  3 14 15  8 12  7  3 14 21  5 12 18  3 16 19  5 17 19
  5 13 20 21 21 13]",[ 4  6  7 10 12 13 21]
0,40,0.0,"[ 8  1  1  8  0  1  6  1  0  7  0  1 10  0  0  4  3  1  4  1  4  3  0  1
  2  5  5  2  4  5  6 11  4  6  9  4 10 11 10  0  3  7  4  6  4  7  8 14
  8  7 10  1 15 16  6 15 10  1  7 16  2 20 13  8 16 13  9 20 12  0 18 18
  8 18 16 12  5 12]",[ 4  5 11 12]
0,41,0.0,"[ 4  1  1  7  1  0  4  1  1  2  1  1  6  1  0 10  1  1  4  4  4  9  1  1
  1  5  6 10  1  1  6  2  2  2 11  9  1  7 11  1  5 11 10  7  8  9  7 12
  3 16 15  5 15  7  7  8 13  4 14  9  9 21 16  7 12 18  5 17 16  1 14 17
  4 16 13 15 25 24]",[ 2  4  5  7  8 11 12 14 15 16 17 24 25]
0,42,0.0,"[ 5  1  0  4  0  1  6  1  0  0  0  0  0  0  1  4  0  4  3  6  5  2  1  4
  2  3  6  2  4  2  4  2 10  9  2  5  9 10  4  5  7  4  7  2  2  8 12 12
  3  8 11  2 14 15  9 16 11  7  9 14  1 20 18  4 20 12  4 19 20  4 16 19
  0 18 12 19  2 20]",[ 2  3  4  6  7 10 11 14 15 16 19 20]
0,43,0.0,"[ 3  1  0  5  1  0  2  1  0 10  1  0  3  0  1  4  0  5  5  6  2  0  5  1
  3  6  5  2  6  6  5  7 10  5  8  3  9 10  7  4 10  3  1  3 11  4  7 16
  0 12  8 10  8  8  7  8  7  6 12 12  7 14 18  0 19 13 10 13 13  5 19 21
  4 14 21  4  4  6]",[4 6]
0,44,0.0,"[ 6  1  0  8  1  1  3  0  1  5  0  1  2  1  0  1  0  2  8  2  1  9  0  4
  2  1  3  2  2  2  9  8  7  9 10  7  5  6  8  5  4  7  7 11  9  9  8 12
 10 15 11  2  7 13  1  7 16  7 14 13  8 16 19 10 19 18  4 19 20  3 12 17
  1 14 12  2  3  9]",[2 3 4 9]
0,45,0.0,"[ 2  0  0  0  0  0 10  0  0  6  0  0  9  1  0  3  2  6  0  2  5 10  0  4
  5  4  2  6  6  0  7 10  4  0  3  7  3  7  9  8  2  4  3  6  4  8  7 16
  3 15 16  4 14 14  2  8 10  1 12 12  1 16 13  7 19 15  3 13 19  4 17 14
  5 12 14 12 23 25]",[ 2  4  6  7  9 10 12 14 15 16 17 19 23 25]
0,46,0.0,"[ 8  1  0  0  1  1  1  1  0  7  0  1  7  0  0  1  2  6  0  1  4  2  6  2
  1  4  3  4  6  0  6  3  5  9  7  4  5 11  8  0  5  2  8  2  8  2 13  8
  7 13 15  9 14 16  1 14 14  8 10 12  6 14 16  0 14 17  1 15 12  2 14 18
  4 17 12  4 18  5]",[ 2  4  5  6  7 13 15 18]
0,47,0.0,"[ 7  1  0  0  0  0  7  1  0  6  0  0  1  0  0  8  3  3  4  0  5  2  3  0
  2  1  1  2  4  6  4  6  5  3 10  8  4  2  7  2  3  3  9  3  5  5  9 14
  9 13  9  0 16 13  7  7  7  0  9  8  6 21 21  1 20 17  0 13 12  7 18 12
  0 20 15  4  1 22]",[ 3  4  5  8  9 21 22]
0,48,0.0,"[ 8  0  1  0  0  1  8  1  1  5  1  0  7  0  1  5  0  5  8  4  4  2  5  1
  2  5  2  2  2  2  3  8  4  6  2 11  0  4  8  2  2  3  9  3  4  2 16 16
  3 12  7  3  7 16  1  9 15  7  9 10  4 12 16  9 16 12  6 15 15  2 20 20
  4 16 16 25 13 25]",[ 2  3  5  9 11 13 15 20 25]
0,49,0.0,"[ 5  0  1  2  0  1  7  0  1  3  1  1  8  1  1  8  2  1  1  4  0  7  3  3
  7  0  6  3  3  2  2  4  7  5  6  8  7  7  4  0  6  6  8  8  2  1  9 11
  9 16  9  5  9 12  1 15  7  4 10 15  7 19 21  5 18 16  7 15 12  6 16 19
  4 15 16 18 19 14]",[ 2  3  4  7  8  9 12 14 16 18 19]
0,50,0.0,"[ 3  0  0  8  1  1  0  0  0 10  0  0  4  1  1  5  4  5  3  0  0  2  5  4
 10  1  5  3  4  6  8  7  6  7  6  5  5  4 11  3 10  5  2  5  6  6  8  7
  8  8  9  7  8  9  7 15  8  5 12 14  9 12 13  1 19 20  3 20 21  7 14 13
  8 14 20 19 17 14]",[ 4  5  6  7  8  9 11 14 17 19]
